ONTOLOGY,ID,Description,Fold_Enrichment_Score,Count,pvalue,p.adjust,geneID
MF,GO:0032550,purine ribonucleoside binding,1.1236190476190475,12,0.3815480731475404,0.7093548555614949,RAB7A/ARFRP1/EHD4/ARL1/RAP2A/RAB15/RIT1/IRGQ/RHEBL1/TUBAL3/RAP2B/RASL10B
BP,GO:0071826,ribonucleoprotein complex subunit organization,1.150244383291576,9,0.38238789824632774,0.7697179093856313,CIRBP/CNOT6/ZNHIT6/AGO4/RSL24D1/G3BP2/CELF1/PRKAA2/CNOT7
CC,GO:0005782,peroxisomal matrix,1.5131422431986492,2,0.38248300797275814,0.6801148367024129,AGPS/GNPAT
CC,GO:0030286,dynein complex,1.5131422431986492,2,0.38248300797275814,0.6801148367024129,DNAL4/SNX4
CC,GO:0031907,microbody lumen,1.5131422431986492,2,0.38248300797275814,0.6801148367024129,AGPS/GNPAT
CC,GO:0071011,precatalytic spliceosome,1.5131422431986492,2,0.38248300797275814,0.6801148367024129,LSM7/BUD13
BP,GO:0001654,eye development,1.1301204023684268,11,0.3828230764082301,0.7697179093856313,CTNS/BAX/TGFBR1/C12orf57/ACVR2B/CDK4/PYGO2/FRS2/ZHX2/NHS/SMOC1
BP,GO:0030308,negative regulation of cell growth,1.199717259992289,6,0.38421372920203534,0.7697179093856313,RBBP7/CDKN1A/PAK1/CDK5/CRLF3/TSPYL2
BP,GO:0001503,ossification,1.121343770646059,12,0.38421743155303006,0.7697179093856313,IMPAD1/CDK6/ASF1A/ACVR2B/BMP2K/HNRNPU/INPPL1/TPM4/RBPJ/TAPT1/TOB2/SMOC1
BP,GO:0046677,response to antibiotic,1.1373466379131791,10,0.38459734019463504,0.7697179093856313,PDE8A/MET/PLEKHA1/USP46/SDC1/ADCY7/STK26/CLDN1/ADCY1/CLDN3
BP,GO:0071103,DNA conformation change,1.1373466379131791,10,0.38459734019463504,0.7697179093856313,RBBP7/GTF2H1/ASF1A/HP1BP3/INO80/RBBP4/RAD54L2/BANF1/SPTY2D1/TSPYL2
MF,GO:0004879,nuclear receptor activity,1.5061276595744681,2,0.3848202900152522,0.7093548555614949,VDR/ARNT
MF,GO:0008376,acetylgalactosaminyltransferase activity,1.5061276595744681,2,0.3848202900152522,0.7093548555614949,GALNT1/B3GNT9
MF,GO:0017069,snRNA binding,1.5061276595744681,2,0.3848202900152522,0.7093548555614949,LSM7/HNRNPU
MF,GO:0042887,amide transmembrane transporter activity,1.5061276595744681,2,0.3848202900152522,0.7093548555614949,MCL1/TOMM20
MF,GO:0098531,"transcription factor activity, direct ligand regulated sequence-specific DNA binding",1.5061276595744681,2,0.3848202900152522,0.7093548555614949,VDR/ARNT
BP,GO:0061458,reproductive system development,1.1140231699928398,13,0.38526814797963815,0.7697179093856313,BAX/TGFBR1/PLEKHA1/VDR/SDC1/SAFB2/AGO4/ARNT/FRS2/RBPJ/NUPR1/LDOC1/AKR1C3
MF,GO:0004549,tRNA-specific ribonuclease activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,TSEN34
MF,GO:0004551,nucleotide diphosphatase activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,NUDT15
MF,GO:0004724,magnesium-dependent protein serine/threonine phosphatase activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,TAB1
MF,GO:0005001,transmembrane receptor protein tyrosine phosphatase activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,PTPRB
MF,GO:0005123,death receptor binding,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,PIDD1
MF,GO:0008308,voltage-gated anion channel activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,ANO1
MF,GO:0010314,phosphatidylinositol-5-phosphate binding,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,SNX24
MF,GO:0019198,transmembrane receptor protein phosphatase activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,PTPRB
MF,GO:0030676,Rac guanyl-nucleotide exchange factor activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,ALS2
MF,GO:0035173,histone kinase activity,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,PRKAA2
MF,GO:0046965,retinoid X receptor binding,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,VDR
MF,GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",2.0820000000000003,1,0.3858073890679785,0.7093548555614949,MICAL2
MF,GO:0050811,GABA receptor binding,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,GABARAP
MF,GO:0098918,structural constituent of synapse,2.0820000000000003,1,0.3858073890679785,0.7093548555614949,ACTG1
CC,GO:0035097,histone methyltransferase complex,1.345992809356938,3,0.3859230703345343,0.6838976858649402,CBX5/RBBP7/RBBP4
BP,GO:0051153,regulation of striated muscle cell differentiation,1.2714952157183232,4,0.38593658807987163,0.7697179093856313,CYP26B1/PAK1/FRS2/RBPJ
BP,GO:0006970,response to osmotic stress,1.344261508184131,3,0.38673416533899596,0.7697179093856313,BAX/ANXA7/CLDN1
BP,GO:1901879,regulation of protein depolymerization,1.344261508184131,3,0.38673416533899596,0.7697179093856313,CAPZA1/CLASP2/ASPH
MF,GO:0019199,transmembrane receptor protein kinase activity,1.3440759493670884,3,0.3868601412402428,0.709413715466936,MET/TGFBR1/ACVR2B
BP,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,2.066179725542275,1,0.3878863604327788,0.7697179093856313,IL7R
BP,GO:0003414,chondrocyte morphogenesis involved in endochondral bone morphogenesis,2.066179725542275,1,0.3878863604327788,0.7697179093856313,SCARA3
BP,GO:0003429,growth plate cartilage chondrocyte morphogenesis,2.066179725542275,1,0.3878863604327788,0.7697179093856313,SCARA3
BP,GO:0006607,NLS-bearing protein import into nucleus,2.066179725542275,1,0.3878863604327788,0.7697179093856313,KPNA5
BP,GO:0006743,ubiquinone metabolic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,UBIAD1
BP,GO:0007221,positive regulation of transcription of Notch receptor target,2.066179725542275,1,0.3878863604327788,0.7697179093856313,RBPJ
BP,GO:0007250,activation of NF-kappaB-inducing kinase activity,2.066179725542275,1,0.3878863604327788,0.7697179093856313,MAP3K7
BP,GO:0007252,I-kappaB phosphorylation,2.066179725542275,1,0.3878863604327788,0.7697179093856313,MAP3K7
BP,GO:0008090,retrograde axonal transport,2.066179725542275,1,0.3878863604327788,0.7697179093856313,SNAPIN
BP,GO:0009048,dosage compensation by inactivation of X chromosome,2.066179725542275,1,0.3878863604327788,0.7697179093856313,HNRNPU
BP,GO:0009200,deoxyribonucleoside triphosphate metabolic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,NUDT15
BP,GO:0009312,oligosaccharide biosynthetic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,ST6GALNAC6
BP,GO:0010766,negative regulation of sodium ion transport,2.066179725542275,1,0.3878863604327788,0.7697179093856313,NEDD4
BP,GO:0030809,negative regulation of nucleotide biosynthetic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,NUPR1
BP,GO:0039535,regulation of RIG-I signaling pathway,2.066179725542275,1,0.3878863604327788,0.7697179093856313,ZCCHC3
BP,GO:0043011,myeloid dendritic cell differentiation,2.066179725542275,1,0.3878863604327788,0.7697179093856313,RBPJ
BP,GO:0043555,regulation of translation in response to stress,2.066179725542275,1,0.3878863604327788,0.7697179093856313,RPS6KA1
BP,GO:0045653,negative regulation of megakaryocyte differentiation,2.066179725542275,1,0.3878863604327788,0.7697179093856313,GABPA
BP,GO:0051782,negative regulation of cell division,2.066179725542275,1,0.3878863604327788,0.7697179093856313,VPS4A
BP,GO:0060977,coronary vasculature morphogenesis,2.066179725542275,1,0.3878863604327788,0.7697179093856313,TGFBR1
BP,GO:0070230,positive regulation of lymphocyte apoptotic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,BAX
BP,GO:0070875,positive regulation of glycogen metabolic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,EPM2AIP1
BP,GO:0071605,monocyte chemotactic protein-1 production,2.066179725542275,1,0.3878863604327788,0.7697179093856313,APOD
BP,GO:0071625,vocalization behavior,2.066179725542275,1,0.3878863604327788,0.7697179093856313,SRPX2
BP,GO:0071637,regulation of monocyte chemotactic protein-1 production,2.066179725542275,1,0.3878863604327788,0.7697179093856313,APOD
BP,GO:0072574,hepatocyte proliferation,2.066179725542275,1,0.3878863604327788,0.7697179093856313,RPS6KA1
BP,GO:0072575,epithelial cell proliferation involved in liver morphogenesis,2.066179725542275,1,0.3878863604327788,0.7697179093856313,RPS6KA1
BP,GO:0090171,chondrocyte morphogenesis,2.066179725542275,1,0.3878863604327788,0.7697179093856313,SCARA3
BP,GO:0150078,positive regulation of neuroinflammatory response,2.066179725542275,1,0.3878863604327788,0.7697179093856313,NUPR1
BP,GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",2.066179725542275,1,0.3878863604327788,0.7697179093856313,CNOT7
BP,GO:1900372,negative regulation of purine nucleotide biosynthetic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,NUPR1
BP,GO:1902165,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,2.066179725542275,1,0.3878863604327788,0.7697179093856313,TRIAP1
BP,GO:1903019,negative regulation of glycoprotein metabolic process,2.066179725542275,1,0.3878863604327788,0.7697179093856313,ITM2B
BP,GO:1904262,negative regulation of TORC1 signaling,2.066179725542275,1,0.3878863604327788,0.7697179093856313,SESN1
BP,GO:2000047,regulation of cell-cell adhesion mediated by cadherin,2.066179725542275,1,0.3878863604327788,0.7697179093856313,DENND6A
BP,GO:2000319,regulation of T-helper 17 cell differentiation,2.066179725542275,1,0.3878863604327788,0.7697179093856313,RC3H2
BP,GO:2000479,regulation of cAMP-dependent protein kinase activity,2.066179725542275,1,0.3878863604327788,0.7697179093856313,PRKAR2A
BP,GO:0001678,cellular glucose homeostasis,1.2233958901237156,5,0.3884204610489189,0.7704019675997085,GCLM/PIK3CA/ANO1/MPC2/PRKAA2
BP,GO:0051146,striated muscle cell differentiation,1.1423928857947052,9,0.3900448214821017,0.7713694838932309,CYP26B1/DYRK1B/SDC1/ALPK3/PAK1/HNRNPU/FRS2/RBPJ/ACTG1
BP,GO:0072001,renal system development,1.1423928857947052,9,0.3900448214821017,0.7713694838932309,CYP26B1/ARG2/BAX/ITGA6/TGFBR1/ACTA2/ACVR2B/SDC1/PYGO2
BP,GO:0009948,anterior/posterior axis specification,1.4876494023904383,2,0.39061483205999403,0.7713694838932309,FRS2/LDB1
BP,GO:0032608,interferon-beta production,1.4876494023904383,2,0.39061483205999403,0.7713694838932309,POLR3F/POLR3C
BP,GO:0042398,cellular modified amino acid biosynthetic process,1.4876494023904383,2,0.39061483205999403,0.7713694838932309,GCLM/MTHFD1L
BP,GO:0045104,intermediate filament cytoskeleton organization,1.4876494023904383,2,0.39061483205999403,0.7713694838932309,MTM1/AGFG1
BP,GO:0060976,coronary vasculature development,1.4876494023904383,2,0.39061483205999403,0.7713694838932309,TAB1/TGFBR1
BP,GO:0070534,protein K63-linked ubiquitination,1.4876494023904383,2,0.39061483205999403,0.7713694838932309,NEDD4/RNF168
BP,GO:0070671,response to interleukin-12,1.4876494023904383,2,0.39061483205999403,0.7713694838932309,CAPZA1/P4HB
MF,GO:0001883,purine nucleoside binding,1.1147716535433072,12,0.39188189472593654,0.712656902291597,RAB7A/ARFRP1/EHD4/ARL1/RAP2A/RAB15/RIT1/IRGQ/RHEBL1/TUBAL3/RAP2B/RASL10B
CC,GO:0000145,exocyst,2.0307961685034503,1,0.3929486947568467,0.6939873558248038,EXOC2
MF,GO:0008017,microtubule binding,1.1510243902439026,8,0.3936835980366344,0.712656902291597,CAPN6/MAST2/KIF16B/MAPRE1/KIF13A/CLASP2/STRBP/GABARAP
BP,GO:0051453,regulation of intracellular pH,1.3282583949914628,3,0.39402494373765784,0.774585934090976,RAB7A/SNAPIN/TMEM199
BP,GO:0060420,regulation of heart growth,1.3282583949914628,3,0.39402494373765784,0.774585934090976,TGFBR1/PAK1/RBPJ
BP,GO:1902803,regulation of synaptic vesicle transport,1.3282583949914628,3,0.39402494373765784,0.774585934090976,SNAPIN/ADCY1/CDK5
MF,GO:0032549,ribonucleoside binding,1.1118534031413612,12,0.39533176127390524,0.712656902291597,RAB7A/ARFRP1/EHD4/ARL1/RAP2A/RAB15/RIT1/IRGQ/RHEBL1/TUBAL3/RAP2B/RASL10B
BP,GO:0001655,urogenital system development,1.1270071230230592,10,0.39544674170009375,0.774585934090976,CYP26B1/ARG2/BAX/ITGA6/TGFBR1/ACTA2/ACVR2B/SDC1/PYGO2/FRS2
BP,GO:0150063,visual system development,1.1177693597195917,11,0.3965612087936605,0.774585934090976,CTNS/BAX/TGFBR1/C12orf57/ACVR2B/CDK4/PYGO2/FRS2/ZHX2/NHS/SMOC1
BP,GO:0048511,rhythmic process,1.1346478492808427,9,0.3977092546060331,0.774585934090976,PLEKHA1/CDK4/HNRNPU/PRKAA2/ADCY1/CDK5/BTRC/NHLH2/PPP1CC
BP,GO:0001952,regulation of cell-matrix adhesion,1.250125548227259,4,0.3981298960395193,0.774585934090976,CDK6/CLASP2/APOD/LDB1
BP,GO:0007173,epidermal growth factor receptor signaling pathway,1.250125548227259,4,0.3981298960395193,0.774585934090976,RAB7A/KIF16B/PIK3CA/NUP62
BP,GO:0071214,cellular response to abiotic stimulus,1.123602267666494,10,0.39906694566291256,0.774585934090976,USP28/NEDD4/BAX/CDKN1A/INO80/BCL10/NMT2/NSMF/CRADD/TRIAP1
BP,GO:0104004,cellular response to environmental stimulus,1.123602267666494,10,0.39906694566291256,0.774585934090976,USP28/NEDD4/BAX/CDKN1A/INO80/BCL10/NMT2/NSMF/CRADD/TRIAP1
BP,GO:0090501,RNA phosphodiester bond hydrolysis,1.2075076318104208,5,0.3990978118958002,0.774585934090976,SMG6/CNOT6/FCF1/TSEN34/CNOT7
CC,GO:0001750,photoreceptor outer segment,1.3154020636897348,3,0.39995483677774823,0.7004307714051412,PHLPP2/PCDHB13/MYO5A
BP,GO:0000731,DNA synthesis involved in DNA repair,1.4584798062651356,2,0.40013728721968955,0.774585934090976,SPRTN/RCHY1
BP,GO:0006213,pyrimidine nucleoside metabolic process,1.4584798062651356,2,0.40013728721968955,0.774585934090976,CMPK1/TK2
BP,GO:0045103,intermediate filament-based process,1.4584798062651356,2,0.40013728721968955,0.774585934090976,MTM1/AGFG1
BP,GO:0048641,regulation of skeletal muscle tissue development,1.4584798062651356,2,0.40013728721968955,0.774585934090976,CYP26B1/MTM1
BP,GO:0051496,positive regulation of stress fiber assembly,1.4584798062651356,2,0.40013728721968955,0.774585934090976,TGFBR1/PAK1
BP,GO:0022407,regulation of cell-cell adhesion,1.1074313169159589,12,0.40061593591839384,0.774585934090976,RC3H2/ARG2/ITGA6/PIK3CA/BCL10/DUSP10/PAK1/FAM49B/IL7R/DENND6A/YES1/CARD11
BP,GO:0050772,positive regulation of axonogenesis,1.312631825638622,3,0.4012930277317175,0.774585934090976,PAK1/ZFYVE27/CYFIP1
BP,GO:0007160,cell-matrix adhesion,1.1570606463036741,7,0.40181843841191867,0.774585934090976,ITGA6/TRPM7/CDK6/CLASP2/CDK5/APOD/LDB1
BP,GO:0090150,establishment of protein localization to membrane,1.1202179234867757,10,0.4026884977401279,0.774585934090976,SEC62/BAX/ARFRP1/VAMP7/RTP4/KIF13A/PAK1/CDK5/MYO1C/ZDHHC18
MF,GO:0004540,ribonuclease activity,1.2418947368421054,4,0.4029608593464238,0.712656902291597,SMG6/CNOT6/TSEN34/CNOT7
MF,GO:0005416,amino acid:cation symporter activity,1.9663333333333335,1,0.40317708960338616,0.712656902291597,SLC36A1
MF,GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity,1.9663333333333335,1,0.40317708960338616,0.712656902291597,GTF2H1
MF,GO:0031435,mitogen-activated protein kinase kinase kinase binding,1.9663333333333335,1,0.40317708960338616,0.712656902291597,MAP4K2
MF,GO:0035613,RNA stem-loop binding,1.9663333333333335,1,0.40317708960338616,0.712656902291597,RC3H2
MF,GO:0046527,glucosyltransferase activity,1.9663333333333335,1,0.40317708960338616,0.712656902291597,GBA
MF,GO:0070064,proline-rich region binding,1.9663333333333335,1,0.40317708960338616,0.712656902291597,NEDD4
BP,GO:0071248,cellular response to metal ion,1.1744600545187671,6,0.40343456645536,0.774585934090976,RASGRP2/ADCY7/PRKAA2/CLDN1/ADCY1/AKR1C3
BP,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",1.2397078353253652,4,0.40421188874954617,0.774585934090976,SMG6/DHX34/NBAS/PNRC2
BP,GO:0001573,ganglioside metabolic process,1.957433424197945,1,0.4043607892909571,0.774585934090976,ST6GALNAC6
BP,GO:0001832,blastocyst growth,1.957433424197945,1,0.4043607892909571,0.774585934090976,RTF1
BP,GO:0002710,negative regulation of T cell mediated immunity,1.957433424197945,1,0.4043607892909571,0.774585934090976,IL7R
BP,GO:0002726,positive regulation of T cell cytokine production,1.957433424197945,1,0.4043607892909571,0.774585934090976,MAP3K7
BP,GO:0003422,growth plate cartilage morphogenesis,1.957433424197945,1,0.4043607892909571,0.774585934090976,SCARA3
BP,GO:0006044,N-acetylglucosamine metabolic process,1.957433424197945,1,0.4043607892909571,0.774585934090976,AMDHD2
BP,GO:0006448,regulation of translational elongation,1.957433424197945,1,0.4043607892909571,0.774585934090976,EIF5A2
BP,GO:0006534,cysteine metabolic process,1.957433424197945,1,0.4043607892909571,0.774585934090976,GCLM
BP,GO:0007350,blastoderm segmentation,1.957433424197945,1,0.4043607892909571,0.774585934090976,FRS2
BP,GO:0007625,grooming behavior,1.957433424197945,1,0.4043607892909571,0.774585934090976,CTNS
BP,GO:0016048,detection of temperature stimulus,1.957433424197945,1,0.4043607892909571,0.774585934090976,ANO1
BP,GO:0019184,nonribosomal peptide biosynthetic process,1.957433424197945,1,0.4043607892909571,0.774585934090976,GCLM
BP,GO:0021533,cell differentiation in hindbrain,1.957433424197945,1,0.4043607892909571,0.774585934090976,LDB1
BP,GO:0030150,protein import into mitochondrial matrix,1.957433424197945,1,0.4043607892909571,0.774585934090976,TOMM20
BP,GO:0030949,positive regulation of vascular endothelial growth factor receptor signaling pathway,1.957433424197945,1,0.4043607892909571,0.774585934090976,ARNT
BP,GO:0032011,ARF protein signal transduction,1.957433424197945,1,0.4043607892909571,0.774585934090976,CYTH1
BP,GO:0032012,regulation of ARF protein signal transduction,1.957433424197945,1,0.4043607892909571,0.774585934090976,CYTH1
BP,GO:0032026,response to magnesium ion,1.957433424197945,1,0.4043607892909571,0.774585934090976,ENTPD6
BP,GO:0032288,myelin assembly,1.957433424197945,1,0.4043607892909571,0.774585934090976,GNPAT
BP,GO:0032700,negative regulation of interleukin-17 production,1.957433424197945,1,0.4043607892909571,0.774585934090976,ARG2
BP,GO:0033189,response to vitamin A,1.957433424197945,1,0.4043607892909571,0.774585934090976,CYP26B1
BP,GO:0034138,toll-like receptor 3 signaling pathway,1.957433424197945,1,0.4043607892909571,0.774585934090976,TNIP2
BP,GO:0034471,ncRNA 5'-end processing,1.957433424197945,1,0.4043607892909571,0.774585934090976,HSD17B10
BP,GO:0034755,iron ion transmembrane transport,1.957433424197945,1,0.4043607892909571,0.774585934090976,ISCU
BP,GO:0035269,protein O-linked mannosylation,1.957433424197945,1,0.4043607892909571,0.774585934090976,DPM2
BP,GO:0042693,muscle cell fate commitment,1.957433424197945,1,0.4043607892909571,0.774585934090976,RBPJ
BP,GO:0042789,mRNA transcription by RNA polymerase II,1.957433424197945,1,0.4043607892909571,0.774585934090976,ARNT
BP,GO:0045414,regulation of interleukin-8 biosynthetic process,1.957433424197945,1,0.4043607892909571,0.774585934090976,BCL10
BP,GO:0045947,negative regulation of translational initiation,1.957433424197945,1,0.4043607892909571,0.774585934090976,PAIP2
BP,GO:0060004,reflex,1.957433424197945,1,0.4043607892909571,0.774585934090976,USP46
BP,GO:0060252,positive regulation of glial cell proliferation,1.957433424197945,1,0.4043607892909571,0.774585934090976,PPP1CC
